Périmètre;Titre;Genre / famille;Joueurs max;Type multijoueur;Déroulement;Affichage;Drop-in;Multitap;Année;Région;Développeur;Éditeur;Validation;Confiance;Remarques;Source FE-Metadata;Source OpenVGDB / référence
Base principale (275);3 Ninjas Kick Back;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;Jun1;USA;Malibu;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586003-3-ninjas-kick-back
Base principale (275);Alien Storm;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Partiel / entre séquences;Non documenté;1991;World;Sega;;Confirmé FE-Metadata;Élevée;Rejoindre possible seulement à certains moments;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586020-alien-storm
Base principale (275);Altered Beast;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Partiel / entre séquences;Non documenté;Aug ;USA, Europe;Sega;;Confirmé FE-Metadata;Élevée;Rejoindre possible seulement à certains moments;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586022-altered-beast
Base principale (275);Arcus Odyssey;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1991;USA;Wolf Team;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586030-arcus-odyssey
Base principale (275);Battle Squadron;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1990;USA, Europe;Innerprise Software;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586051-battle-squadron
Base principale (275);BattleTech: A Game of Armored Combat;Action / coopération / arcade;2;Coop/versus à confirmer;À confirmer;Même écran;Non documenté;Non documenté;1994;USA;Malibu;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586052-battletech
Base principale (275);Battletoads;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1991;World;Arc System Works;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586053-battletoads
Base principale (275);Battletoads / Double Dragon;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;Feb ;USA;Rare Ltd.;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586054-battletoads-double-dragon
Base principale (275);Bio-Hazard Battle;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1992;USA;Sega;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586065-bio-hazard-battle
Base principale (275);Blades of Vengeance;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1993;USA, Europe;Beam Software;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586066-blades-of-vengeance
Base principale (275);Bloodshot;Action / coopération / arcade;2;Coop/versus à confirmer;À confirmer;Écran partagé;Non documenté;Non documenté;1994;Europe;Domark;;Confirmé par description OpenVGDB;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/576362-bloodshot
Base principale (275);Body Count;Action / coopération / arcade;2;Coop/versus à confirmer;À confirmer;Même écran;Non documenté;Non documenté;Canc;Europe;Probe Entertainment Limited;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/576363-body-count
Base principale (275);Bonanza Bros.;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;May ;Japan, Europe;ITL;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586069-bonanza-bros
Base principale (275);Cadash;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1992;USA, Korea;Cyclone System;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586088-cadash
Base principale (275);Captain America and the Avengers;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1992;Europe;Opera House;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586093-captain-america-and-the-avengers
Base principale (275);Chiki Chiki Boys;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1993;USA, Europe;Capcom;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586106-chiki-chiki-boys
Base principale (275);Crack Down;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;May ;USA;Sega;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586118-crack-down
Base principale (275);Cutthroat Island;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1995;USA, Europe;Software Creations;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/915988-cutthroat-island
Base principale (275);Cyborg Justice;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1993;USA, Europe;Novotrade;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586126-cyborg-justice
Complément (107);Dashin' Desperadoes;Action / coopération / arcade;2;Coop/versus à confirmer;À confirmer;Même écran;Non documenté;Non documenté;1993;USA;Data East;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586129-dashin-desperadoes
Base principale (275);Dinosaurs for Hire;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;;;;;Confirmé FE-Metadata;Élevée;Métadonnées bibliographiques complétées manuellement ou non disponibles;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;https://github.com/OpenVGDB/OpenVGDB
Complément (107);Doom Troopers: The Mutant Chronicles;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1995;USA, Europe;;;Confirmé FE-Metadata;Élevée;Métadonnées bibliographiques complétées manuellement ou non disponibles;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;https://github.com/OpenVGDB/OpenVGDB
Base principale (275);Double Dragon;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1993;USA, Europe;Software Creations;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586145-double-dragon
Base principale (275);Double Dragon 3: The Arcade Game;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1992;USA, Europe;Software Creations;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586146-double-dragon-3-the-arcade-game
Base principale (275);Forgotten Worlds;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;Nov ;World;Sega;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586191-forgotten-worlds
Base principale (275);Gain Ground;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Partiel / entre séquences;Non documenté;Jan2;World;Sanritsu;;Confirmé FE-Metadata;Élevée;Rejoindre possible seulement à certains moments;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586199-gain-ground
Base principale (275);Gauntlet IV;Action / coopération / arcade;4;Les deux;Simultané;Même écran;Non documenté;Oui;Sep ;Japan;M2;;Confirmé par description OpenVGDB;Élevée;Jusqu’à 4 joueurs selon le titre/adaptateur;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586204-gauntlet-iv
Base principale (275);General Chaos;Action / coopération / arcade;4;Les deux;Simultané;Même écran;Non documenté;Oui;Jan ;USA, Europe;Game Refuge;;Confirmé FE-Metadata;Élevée;Jusqu’à 4 joueurs selon le titre/adaptateur;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586206-general-chaos
Base principale (275);Golden Axe;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Partiel / entre séquences;Non documenté;Dec ;World;Sega;;Confirmé FE-Metadata;Élevée;Rejoindre possible seulement à certains moments;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/563326-golden-axe
Base principale (275);Golden Axe II;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Partiel / entre séquences;Non documenté;Dec ;World;Sega;;Confirmé FE-Metadata;Élevée;Rejoindre possible seulement à certains moments;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586214-golden-axe-ii
Base principale (275);Golden Axe III;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Partiel / entre séquences;Non documenté;Oct ;Japan;Sega;;Confirmé FE-Metadata;Élevée;Rejoindre possible seulement à certains moments;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586215-golden-axe-iii
Base principale (275);Gunstar Heroes;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;Sep9;Europe;Treasure;;Confirmé par description OpenVGDB;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/563327-gunstar-heroes
Base principale (275);Mega Bomberman;Action / coopération / arcade;4;Les deux;Simultané;Même écran;Non documenté;Oui;1994;Europe;Hudson;;Confirmé FE-Metadata;Élevée;Jusqu’à 4 joueurs selon le titre/adaptateur;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586311-mega-bomberman
Base principale (275);Michael Jackson's Moonwalker;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;Aug ;World;Ultimate Productions;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586315-michael-jacksons-moonwalker
Base principale (275);Mighty Morphin Power Rangers: The Movie;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1995;Europe;Sims;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586325-mighty-morphin-power-rangers-the-movie
Base principale (275);Mystical Fighter;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1992;USA;Kid;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586335-mystical-fighter
Complément (107);Raiden Trad;Action / coopération / arcade;2;Coop/versus à confirmer;À confirmer;Même écran;Non documenté;Non documenté;1993;Japan, USA;Micronet;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586411-raiden-trad
Base principale (275);Rambo III;Action / coopération / arcade;2;Coop/versus à confirmer;À confirmer;Même écran;Non documenté;Non documenté;1989;World;Sega;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586412-rambo-iii
Base principale (275);Rampart;Action / coopération / arcade;2;Coop/versus à confirmer;À confirmer;Même écran;Non documenté;Non documenté;1991;USA;Tengen;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586413-rampart
Base principale (275);Second Samurai;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1994;Europe;Vivid Image;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586445-second-samurai
Complément (107);Shadow Blasters;Action / coopération / arcade;2;Coop/versus à confirmer;À confirmer;Même écran;Non documenté;Non documenté;Aug9;USA;Cyclone System;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586449-shadow-blasters
Base principale (275);Skeleton Krew;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;May ;Europe;Core Design Ltd.;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586461-skeleton-krew
Base principale (275);Smash T.V.;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;;;;;Confirmé FE-Metadata;Élevée;Métadonnées bibliographiques complétées manuellement ou non disponibles;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;https://github.com/OpenVGDB/OpenVGDB
Base principale (275);Streets of Rage;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1991;World;Sega;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/454496-streets-of-rage
Base principale (275);Streets of Rage 2;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1992;USA;Sega;;Confirmé par description OpenVGDB;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/563344-streets-of-rage-ii
Base principale (275);Streets of Rage 3;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;Mar ;Europe;Sega;;Confirmé par description OpenVGDB;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586496-streets-of-rage-3
Base principale (275);Sunset Riders;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1992;Europe;Konami;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586500-sunset-riders
Base principale (275);Teenage Mutant Ninja Turtles: The Hyperstone Heist;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;Dec ;USA;Konami;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/563348-teenage-mutant-ninja-turtles-the-hyperstone-heist
Base principale (275);The Adventures of Batman & Robin;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1995;Europe;Clockwork Games;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586008-the-adventures-of-batman-and-robin
Base principale (275);The Adventures of Mighty Max;Action / coopération / arcade;2;Coop/versus à confirmer;À confirmer;Même écran;Non documenté;Non documenté;1994;Europe;WJS Design;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586009-the-adventures-of-mighty-max
Complément (107);The Chaos Engine (Soldiers of Fortune);Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;;;;;Candidat complémentaire – à vérifier;À vérifier;Métadonnées bibliographiques complétées manuellement ou non disponibles;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;https://github.com/OpenVGDB/OpenVGDB
Base principale (275);The Pirates of Dark Water;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1994;USA;Iguana Entertainment;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586388-the-pirates-of-dark-water
Base principale (275);The Punisher;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1994;Europe;Sculptured Software;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586402-the-punisher
Base principale (275);ToeJam & Earl;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;Mar ;World;ToeJam & Earl Productions;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/563350-toejam-and-earl
Base principale (275);ToeJam & Earl in Panic on Funkotron;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Oui;Non documenté;1993;USA;ToeJam & Earl Productions;;Confirmé FE-Metadata;Élevée;Le joueur 2 peut rejoindre en cours de partie;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586547-toejam-and-earl-in-panic-on-funkotron
Base principale (275);Tom and Jerry: Frantic Antics!;Action / coopération / arcade;2;Coop/versus à confirmer;À confirmer;Même écran;Non documenté;Non documenté;Jan ;USA;Beam Software;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586549-tom-and-jerry-frantic-antics
Base principale (275);Toxic Crusaders;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1992;USA;Infogrames;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586556-toxic-crusaders
Complément (107);Two Crude Dudes;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1992;Europe;Opera House;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586568-two-crude-dudes
Base principale (275);Venom/Spider-Man: Separation Anxiety;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;Jun ;USA, Europe;Software Creations;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586480-spider-man-and-venom-separation-anxiety
Complément (107);World of Illusion Starring Mickey Mouse and Donald Duck;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1992;Europe;Sega;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/563331-world-of-illusion-starring-mickey-mouse-and-donald
Base principale (275);X-Men;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1993;USA;Western Technologies, Inc.;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586618-x-men
Base principale (275);X-Men 2: Clone Wars;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;1995;USA, Europe;HeadGames;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/366867-x-men-2-clone-wars
Complément (107);Zombies Ate My Neighbors;Action / coopération / arcade;2;Coopératif;Simultané;Même écran;Non documenté;Non documenté;Sept;USA;LucasArts;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/563360-zombies-ate-my-neighbors
Complément (107);2020 Super Baseball;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;;;;;Candidat complémentaire – à vérifier;À vérifier;Métadonnées bibliographiques complétées manuellement ou non disponibles;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;https://github.com/OpenVGDB/OpenVGDB
Base principale (275);Cal Ripken Jr. Baseball;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1992;USA;Mindscape Inc.;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586089-cal-ripken-jr-baseball
Base principale (275);Frank Thomas Big Hurt Baseball;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;Sep4;USA, Europe;Iguana Entertainment;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586193-frank-thomas-big-hurt-baseball
Base principale (275);HardBall '94;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1994;USA, Europe;MindSpan;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586228-hardball-94
Base principale (275);HardBall '95;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;Jun ;USA;MindSpan;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586229-hardball-95
Base principale (275);HardBall II;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1993;USA;MindSpan;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586227-hardball-iii
Base principale (275);HardBall III;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1993;USA;MindSpan;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586227-hardball-iii
Base principale (275);HardBall!;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1991;USA;Accolade;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586226-hardball
Base principale (275);MLBPA Baseball;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1992;USA;Sega;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586328-mlbpa-baseball
Base principale (275);R.B.I. Baseball '93;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1993;USA;Tengen;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586407-rbi-baseball-93
Base principale (275);R.B.I. Baseball '94;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1994;USA, Europe;Tengen;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586408-rbi-baseball-94
Base principale (275);R.B.I. Baseball 3;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;Mar ;USA;Tengen;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586405-rbi-baseball-3
Base principale (275);R.B.I. Baseball 4;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1992;USA;Tengen;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586406-rbi-baseball-4
Base principale (275);Sports Talk Baseball;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1992;USA;Sega;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586484-sports-talk-baseball
